"...1","Year.x","Month.x","State","Data Status","Thousand Dollars","Megawatthours","Count","Cents/kWh","DATE","oil_emp(thousands)","U.S. Field Production of Crude Oil Thousand Barrels per Day","Labor Force Participation","Employment-Population Rate","Unemployment Rate"
2640,2019,9,"PA","Final",1175300.9,12200664,6136551,9.63,2019-09-01,144,12584,63.2,60.5,4.3
2641,2019,9,"RI","Final",108784.38,591826.12,509530,18.38,2019-09-01,144,12584,64.6,62.3,3.5
2642,2019,9,"SC","Final",750420.79,7318736.3,2730679,10.25,2019-09-01,144,12584,58.2,56.8,2.4
2643,2019,9,"SD","Final",104503.45,1006476.5,482487,10.38,2019-09-01,144,12584,69.5,67.6,2.8
2644,2019,9,"TN","Final",909494.45,9445992.5,3424335,9.63,2019-09-01,144,12584,61.9,59.9,3.3
2645,2019,9,"TX","Final",3843828.1,42282997,13174161,9.09,2019-09-01,144,12584,64.1,61.8,3.5
2646,2019,9,"UT","Final",231637.34,2686260.7,1263227,8.62,2019-09-01,144,12584,68.5,66.8,2.4
2647,2019,9,"VA","Final",931094.78,10003156,3910962,9.31,2019-09-01,144,12584,65.8,64.1,2.6
2648,2019,9,"VT","Final",63363.03,419603.87,376129,15.1,2019-09-01,144,12584,66.3,64.9,2.1
2649,2019,9,"WA","Final",524121.29,6637622.7,3519990,7.9,2019-09-01,144,12584,65.9,63.3,4
2650,2019,9,"WI","Final",608476.14,5627200.5,3088738,10.81,2019-09-01,144,12584,66.7,64.5,3.3
2651,2019,9,"WV","Final",223497.62,2628609.8,1012895,8.5,2019-09-01,144,12584,54.9,52.2,5
2652,2019,9,"WY","Final",108419.92,1339296.3,344927,8.1,2019-09-01,144,12584,65.9,63.3,3.8
2653,2019,8,"AK","Final",94748.97,478147.97,346336,19.82,2019-08-01,144.4,12479,64.7,61.1,5.6
2654,2019,8,"AL","Final",899248.02,8715536.9,2632385,10.32,2019-08-01,144.4,12479,57.7,56,3
2655,2019,8,"AR","Final",416267.01,4846561.1,1633368,8.59,2019-08-01,144.4,12479,58,56,3.5
2656,2019,8,"AZ","Final",1036207.9,9353411.7,3185426,11.08,2019-08-01,144.4,12479,62.1,59.1,4.8
2657,2019,8,"CA","Final",4801732.8,26016970,15687204,18.46,2019-08-01,144.4,12479,62.4,59.9,4
2658,2019,8,"CO","Final",607330.86,5672632.9,2769951,10.71,2019-08-01,144.4,12479,68.7,66.9,2.5
2659,2019,8,"CT","Final",486746.96,2635856.7,1667617,18.47,2019-08-01,144.4,12479,66.4,64,3.6
2660,2019,8,"DC","Final",124410.54,1086734.6,309118,11.45,2019-08-01,144.4,12479,71.2,67.5,5.3
2661,2019,8,"DE","Final",117264.02,1150995.5,496961,10.19,2019-08-01,144.4,12479,62.1,59.8,3.6
2662,2019,8,"FL","Final",2503020.4,23901989,10930980,10.47,2019-08-01,144.4,12479,59.5,57.6,3.2
2663,2019,8,"GA","Final",1528135.3,14056958,5032643,10.87,2019-08-01,144.4,12479,63,60.8,3.5
2664,2019,8,"HI","Final",249371.28,888366.77,499331,28.07,2019-08-01,144.4,12479,61,59.5,2.4
2665,2019,8,"IA","Final",492623.93,4479861.6,1641033,11,2019-08-01,144.4,12479,70.2,68.3,2.7
2666,2019,8,"ID","Final",196592.55,2463841,907023,7.98,2019-08-01,144.4,12479,64.4,62.5,2.9
2667,2019,8,"IL","Final",1238991.7,13034371,5939320,9.51,2019-08-01,144.4,12479,64.5,62.1,3.7
2668,2019,8,"IN","Final",954125.41,9663061.5,3261111,9.87,2019-08-01,144.4,12479,64.5,62.4,3.2
2669,2019,8,"KS","Final",446289.13,4204578.5,1539958,10.61,2019-08-01,144.4,12479,67.2,65.1,3.1
2670,2019,8,"KY","Final",614949.29,7101776.4,2310871,8.66,2019-08-01,144.4,12479,58.9,56.5,4.1
2671,2019,8,"LA","Final",713470.68,9042988.8,2415656,7.89,2019-08-01,144.4,12479,58.6,55.9,4.7
2672,2019,8,"MA","Final",928310.88,5038737.7,3284135,18.42,2019-08-01,144.4,12479,67.2,65.2,3
2673,2019,8,"MD","Final",628378.58,5820924.1,2618992,10.8,2019-08-01,144.4,12479,69.1,66.7,3.4
2674,2019,8,"ME","Final",143091.96,1040075.8,828338,13.76,2019-08-01,144.4,12479,62.4,60.6,2.8
2675,2019,8,"MI","Final",1139769.7,9518818.4,4927862,11.97,2019-08-01,144.4,12479,61.9,59.4,4.1
2676,2019,8,"MN","Final",633549.41,5864588,2770191,10.8,2019-08-01,144.4,12479,70,67.7,3.3
2677,2019,8,"MO","Final",860865.93,7649186.1,3210278,11.25,2019-08-01,144.4,12479,63.9,61.9,3.2
2678,2019,8,"MS","Final",451401.71,4822656.5,1545284,9.36,2019-08-01,144.4,12479,56.3,53.1,5.7
2679,2019,8,"MT","Final",116976.13,1294831.7,639050,9.03,2019-08-01,144.4,12479,63.8,61.6,3.5
2680,2019,8,"NC","Final",1271175.1,13116442,5349948,9.69,2019-08-01,144.4,12479,61.6,59.2,3.9
2681,2019,8,"ND","Final",157237.94,1697653.4,470754,9.26,2019-08-01,144.4,12479,69.8,68.3,2.1
2682,2019,8,"NE","Final",276181.41,2808089.2,1074286,9.84,2019-08-01,144.4,12479,70.4,68.2,3.2
2683,2019,8,"NH","Final",168560.02,1002128.2,740389,16.82,2019-08-01,144.4,12479,69,67.2,2.6
2684,2019,8,"NJ","Final",1061257.9,7632155,4135879,13.91,2019-08-01,144.4,12479,64,61.8,3.4
2685,2019,8,"NM","Final",238212.38,2515180.1,1050801,9.47,2019-08-01,144.4,12479,58.1,55.3,4.9
2686,2019,8,"NV","Final",425315.65,4272348.6,1380323,9.96,2019-08-01,144.4,12479,64.2,61.6,4.1
2687,2019,8,"NY","Final",2254775,14645821,8369513,15.4,2019-08-01,144.4,12479,60.7,58.3,3.8
2688,2019,8,"OH","Final",1326112.1,13683462,5628099,9.69,2019-08-01,144.4,12479,63.3,60.7,4.2
2689,2019,8,"OK","Final",571833.87,6700488.8,2087294,8.53,2019-08-01,144.4,12479,61.2,59.3,3.2
2690,2019,8,"OR","Final",377501.58,4340729.9,2030488,8.7,2019-08-01,144.4,12479,61.4,59.2,3.6
2691,2019,8,"PA","Final",1334560.7,13567496,6152713,9.84,2019-08-01,144.4,12479,63.2,60.5,4.3
2692,2019,8,"RI","Final",136669.24,750853.61,513103,18.2,2019-08-01,144.4,12479,64.5,62.2,3.5
2693,2019,8,"SC","Final",809075.27,8008291.8,2728855,10.1,2019-08-01,144.4,12479,58.2,56.8,2.5
2694,2019,8,"SD","Final",115630.32,1089946.3,481915,10.61,2019-08-01,144.4,12479,69.5,67.5,2.8
2695,2019,8,"TN","Final",938721.06,9561525.4,3427738,9.82,2019-08-01,144.4,12479,61.9,59.9,3.2
2696,2019,8,"TX","Final",4245958.2,44914773,13191027,9.45,2019-08-01,144.4,12479,64.1,61.8,3.5
2697,2019,8,"UT","Final",280791.9,3167057.4,1261460,8.87,2019-08-01,144.4,12479,68.5,66.8,2.5
2698,2019,8,"VA","Final",1063604.8,11049889,3908464,9.63,2019-08-01,144.4,12479,65.7,64,2.5
2699,2019,8,"VT","Final",70980.48,473850.28,376102,14.98,2019-08-01,144.4,12479,66.2,64.9,2
2700,2019,8,"WA","Final",586484.4,7319914.4,3521738,8.01,2019-08-01,144.4,12479,65.9,63.2,4.1
2701,2019,8,"WI","Final",673743.49,6222041.2,3079984,10.83,2019-08-01,144.4,12479,66.8,64.5,3.3
2702,2019,8,"WV","Final",244450.53,2838368.1,1011199,8.61,2019-08-01,144.4,12479,54.9,52.1,4.9
2703,2019,8,"WY","Final",111679.41,1351124.6,344756,8.27,2019-08-01,144.4,12479,65.8,63.3,3.7
2704,2019,7,"AK","Final",94447.72,460514.72,346191,20.51,2019-07-01,144,11896,64.7,61.1,5.6
2705,2019,7,"AL","Final",886437.82,8538545.5,2630827,10.38,2019-07-01,144,11896,57.7,56,3
2706,2019,7,"AR","Final",393355.9,4554093.1,1637782,8.64,2019-07-01,144,11896,58,56,3.4
2707,2019,7,"AZ","Final",1032703.9,9107028.4,3177096,11.34,2019-07-01,144,11896,62,59.1,4.8
2708,2019,7,"CA","Final",4566202.1,24800782,15789103,18.41,2019-07-01,144,11896,62.3,59.8,4
2709,2019,7,"CO","Final",588426.18,5479725.5,2766912,10.74,2019-07-01,144,11896,68.7,66.9,2.5
2710,2019,7,"CT","Final",552623.97,3040746.3,1667552,18.17,2019-07-01,144,11896,66.3,64,3.5
2711,2019,7,"DC","Final",135731.09,1136762.8,309154,11.94,2019-07-01,144,11896,71.3,67.4,5.4
2712,2019,7,"DE","Final",120101.25,1170339.4,496221,10.26,2019-07-01,144,11896,62.1,59.9,3.6
2713,2019,7,"FL","Final",2506814.6,23879286,10767093,10.5,2019-07-01,144,11896,59.5,57.5,3.2
2714,2019,7,"GA","Final",1523263,13918382,5026410,10.94,2019-07-01,144,11896,63,60.7,3.5
2715,2019,7,"HI","Final",244954.36,864844.78,499238,28.32,2019-07-01,144,11896,60.9,59.4,2.5
2716,2019,7,"IA","Final",517855.69,4759704.5,1644934,10.88,2019-07-01,144,11896,70.2,68.3,2.7
2717,2019,7,"ID","Final",207813.18,2581259.3,905799,8.05,2019-07-01,144,11896,64.4,62.5,2.9
2718,2019,7,"IL","Final",1365953.1,14338887,5939083,9.53,2019-07-01,144,11896,64.6,62.2,3.8
2719,2019,7,"IN","Final",984890.66,9850108.8,3263278,10,2019-07-01,144,11896,64.5,62.4,3.2
2720,2019,7,"KS","Final",440626.13,4161331.1,1539160,10.59,2019-07-01,144,11896,67.1,65,3.1
2721,2019,7,"KY","Final",633744.53,7220402.4,2307192,8.78,2019-07-01,144,11896,58.8,56.4,4.1
2722,2019,7,"LA","Final",728673.69,9037159.3,2424912,8.06,2019-07-01,144,11896,58.5,55.9,4.6
2723,2019,7,"MA","Final",930466.17,5123382.1,3241989,18.16,2019-07-01,144,11896,67.3,65.3,3
2724,2019,7,"MD","Final",679599.23,6281070.9,2618392,10.82,2019-07-01,144,11896,69,66.7,3.4
2725,2019,7,"ME","Final",141836.52,1040127,828914,13.64,2019-07-01,144,11896,62.3,60.6,2.8
2726,2019,7,"MI","Final",1256382.4,10241372,4930437,12.27,2019-07-01,144,11896,61.9,59.3,4.1
2727,2019,7,"MN","Final",681243.3,6153431.8,2759111,11.07,2019-07-01,144,11896,69.9,67.7,3.2
2728,2019,7,"MO","Final",888590.16,7825339.9,3208488,11.36,2019-07-01,144,11896,63.8,61.8,3.1
2729,2019,7,"MS","Final",447149.68,4752495.5,1543702,9.41,2019-07-01,144,11896,56.3,53.1,5.6
2730,2019,7,"MT","Final",112385.17,1239187.3,639455,9.07,2019-07-01,144,11896,63.7,61.5,3.5
2731,2019,7,"NC","Final",1329124.3,13741027,5343031,9.67,2019-07-01,144,11896,61.5,59.1,3.9
2732,2019,7,"ND","Final",162200.28,1714618.2,472037,9.46,2019-07-01,144,11896,69.8,68.3,2.1
2733,2019,7,"NE","Final",286235.77,2953023.8,1076725,9.69,2019-07-01,144,11896,70.3,68.1,3.1
2734,2019,7,"NH","Final",176279.47,1061362.8,745671,16.61,2019-07-01,144,11896,68.9,67.2,2.5
2735,2019,7,"NJ","Final",1195969.1,8461754.6,4140072,14.13,2019-07-01,144,11896,63.8,61.7,3.3
2736,2019,7,"NM","Final",232735.88,2442757.1,1049179,9.53,2019-07-01,144,11896,58.1,55.3,4.9
2737,2019,7,"NV","Final",390471.45,4128087.2,1377151,9.46,2019-07-01,144,11896,64.1,61.5,4
2738,2019,7,"NY","Final",2243686.5,14583645,8361620,15.39,2019-07-01,144,11896,60.6,58.3,3.8
2739,2019,7,"OH","Final",1463999.8,14916662,5630343,9.81,2019-07-01,144,11896,63.3,60.7,4.1
2740,2019,7,"OK","Final",558913.69,6565653.8,2086013,8.51,2019-07-01,144,11896,61.2,59.3,3.1
2741,2019,7,"OR","Final",366649.65,4208973.8,2033273,8.71,2019-07-01,144,11896,61.4,59.1,3.7
2742,2019,7,"PA","Final",1347207.2,13476633,6150947,10,2019-07-01,144,11896,63.1,60.5,4.2
2743,2019,7,"RI","Final",132251.12,798172.46,502018,16.57,2019-07-01,144,11896,64.4,62.1,3.5
2744,2019,7,"SC","Final",840216.06,8093882.6,2727487,10.38,2019-07-01,144,11896,58.3,56.8,2.6
2745,2019,7,"SD","Final",114195.49,1113434.5,482498,10.26,2019-07-01,144,11896,69.4,67.5,2.8
2746,2019,7,"TN","Final",957180.83,9567526.7,3424727,10,2019-07-01,144,11896,62,60,3.2
2747,2019,7,"TX","Final",3724184.7,43075447,13140731,8.65,2019-07-01,144,11896,64,61.8,3.5
2748,2019,7,"UT","Final",279616.25,3150033.7,1257970,8.88,2019-07-01,144,11896,68.5,66.8,2.5
2749,2019,7,"VA","Final",1132669,11663255,3904830,9.71,2019-07-01,144,11896,65.7,64,2.5
2750,2019,7,"VT","Final",75474.1,500087.23,375656,15.09,2019-07-01,144,11896,66.2,64.9,2
2751,2019,7,"WA","Final",561525.11,7155554,3561626,7.85,2019-07-01,144,11896,65.8,63.1,4.1
2752,2019,7,"WI","Final",746739.9,6739010.1,3083718,11.08,2019-07-01,144,11896,66.8,64.6,3.3
2753,2019,7,"WV","Final",260106.88,3040958.4,1011543,8.55,2019-07-01,144,11896,54.7,52.1,4.8
2754,2019,7,"WY","Final",114393.34,1386951.8,344890,8.25,2019-07-01,144,11896,65.7,63.4,3.6
2755,2019,6,"AK","Final",88267.11,434785.71,345680,20.3,2019-06-01,145,12216,64.6,61,5.6
2756,2019,6,"AL","Final",777543.23,7784533.2,2626388,9.99,2019-06-01,145,12216,57.7,56,3
2757,2019,6,"AR","Final",343156.44,4011536.2,1630051,8.55,2019-06-01,145,12216,58,56,3.4
2758,2019,6,"AZ","Final",828880.78,7512258.9,3172724,11.03,2019-06-01,145,12216,62,59,4.8
2759,2019,6,"CA","Final",3572157.3,19458265,15545558,18.36,2019-06-01,145,12216,62.3,59.8,4
2760,2019,6,"CO","Final",494540.37,4593515.3,2763024,10.77,2019-06-01,145,12216,68.7,66.9,2.5
2761,2019,6,"CT","Final",435636.47,2244381.2,1665840,19.41,2019-06-01,145,12216,66.2,63.9,3.5
2762,2019,6,"DC","Final",110846.37,942335.21,308486,11.76,2019-06-01,145,12216,71.3,67.4,5.4
2763,2019,6,"DE","Final",97569.63,967419.05,495371,10.09,2019-06-01,145,12216,62.2,60,3.5
2764,2019,6,"FL","Final",2378871.3,22634621,10817313,10.51,2019-06-01,145,12216,59.4,57.4,3.3
2765,2019,6,"GA","Final",1274643.7,12274437,5018276,10.38,2019-06-01,145,12216,62.9,60.7,3.6
2766,2019,6,"HI","Final",233860.08,808451.32,498823,28.93,2019-06-01,145,12216,60.8,59.3,2.5
2767,2019,6,"IA","Final",420802.14,4114912.3,1639495,10.23,2019-06-01,145,12216,70.1,68.3,2.6
2768,2019,6,"ID","Final",178032.75,2173470.1,902884,8.19,2019-06-01,145,12216,64.3,62.5,2.8
2769,2019,6,"IL","Final",1087969.9,11361270,5938234,9.58,2019-06-01,145,12216,64.6,62.2,3.8
2770,2019,6,"IN","Final",833473.67,8310648.8,3266307,10.03,2019-06-01,145,12216,64.5,62.4,3.2
2771,2019,6,"KS","Final",388261.11,3576036.5,1536962,10.86,2019-06-01,145,12216,67.1,65,3.1
2772,2019,6,"KY","Final",551746.08,6196979.2,2305412,8.9,2019-06-01,145,12216,58.8,56.3,4.1
2773,2019,6,"LA","Final",660413.43,8431315.9,2392372,7.83,2019-06-01,145,12216,58.5,55.9,4.4
2774,2019,6,"MA","Final",722397.91,4044759.6,3217567,17.86,2019-06-01,145,12216,67.3,65.3,3
2775,2019,6,"MD","Final",564103.4,5048220.1,2615336,11.17,2019-06-01,145,12216,68.9,66.6,3.3
2776,2019,6,"ME","Final",112032.56,789302.16,794753,14.19,2019-06-01,145,12216,62.2,60.5,2.7
2777,2019,6,"MI","Final",946384.15,8246392.2,4923741,11.48,2019-06-01,145,12216,61.9,59.3,4.1
2778,2019,6,"MN","Final",574869.51,5348140.1,2750689,10.75,2019-06-01,145,12216,69.8,67.6,3.2
2779,2019,6,"MO","Final",746039.42,6558196.7,3204351,11.38,2019-06-01,145,12216,63.7,61.8,3.1
2780,2019,6,"MS","Final",400760.67,4333643.3,1540553,9.25,2019-06-01,145,12216,56.2,53.1,5.5
2781,2019,6,"MT","Final",100808.53,1159438.6,637195,8.69,2019-06-01,145,12216,63.6,61.4,3.4
2782,2019,6,"NC","Final",1115825.7,11816053,5339800,9.44,2019-06-01,145,12216,61.5,59.1,3.9
2783,2019,6,"ND","Final",148057.39,1568600.5,471113,9.44,2019-06-01,145,12216,69.9,68.4,2.1
2784,2019,6,"NE","Final",238966.76,2432408.4,1072062,9.82,2019-06-01,145,12216,70.3,68.1,3.1
2785,2019,6,"NH","Final",141216.43,838324.36,739397,16.85,2019-06-01,145,12216,68.8,67.1,2.5
2786,2019,6,"NJ","Final",896990.51,6429981,4123770,13.95,2019-06-01,145,12216,63.6,61.6,3.2
2787,2019,6,"NM","Final",196361.97,2094492.8,1048634,9.38,2019-06-01,145,12216,58.1,55.2,4.9
2788,2019,6,"NV","Final",336385.73,3650324.2,1374153,9.22,2019-06-01,145,12216,64.1,61.5,4.1
2789,2019,6,"NY","Final",1740476.7,11783704,8361096,14.77,2019-06-01,145,12216,60.5,58.3,3.7
2790,2019,6,"OH","Final",1169996.7,11975537,5619112,9.77,2019-06-01,145,12216,63.2,60.7,4
2791,2019,6,"OK","Final",466096.72,5651970.3,2081736,8.25,2019-06-01,145,12216,61.1,59.3,3
2792,2019,6,"OR","Final",332557.52,3868003.6,2025644,8.6,2019-06-01,145,12216,61.4,59.1,3.7
2793,2019,6,"PA","Final",1093360.2,11379908,6146140,9.61,2019-06-01,145,12216,63.1,60.4,4.2
2794,2019,6,"RI","Final",103093.83,591038.72,513201,17.44,2019-06-01,145,12216,64.2,62,3.5
2795,2019,6,"SC","Final",723548.33,7050444,2719440,10.26,2019-06-01,145,12216,58.4,56.8,2.7
2796,2019,6,"SD","Final",103766.57,987343.72,481297,10.51,2019-06-01,145,12216,69.4,67.5,2.8
2797,2019,6,"TN","Final",842872.48,8543142,3413796,9.87,2019-06-01,145,12216,62,60,3.2
2798,2019,6,"TX","Final",3246836.9,38347130,13091231,8.47,2019-06-01,145,12216,63.9,61.7,3.4
2799,2019,6,"UT","Final",224427.2,2591561.3,1257085,8.66,2019-06-01,145,12216,68.4,66.7,2.5
2800,2019,6,"VA","Final",971812.61,10032260,3898730,9.69,2019-06-01,145,12216,65.7,64,2.5
2801,2019,6,"VT","Final",64026.79,419244.57,375640,15.27,2019-06-01,145,12216,66.2,65,1.9
2802,2019,6,"WA","Final",525561.93,6702368,3527179,7.84,2019-06-01,145,12216,65.7,63,4.2
2803,2019,6,"WI","Final",598152.95,5529414.1,3082347,10.82,2019-06-01,145,12216,66.8,64.6,3.2
2804,2019,6,"WV","Final",213373.47,2493938.4,1012500,8.56,2019-06-01,145,12216,54.6,52,4.8
2805,2019,6,"WY","Final",108333.61,1325149.6,344344,8.18,2019-06-01,145,12216,65.7,63.3,3.5
2806,2019,5,"AK","Final",91110.82,458888.32,345532,19.85,2019-05-01,144.7,12153,64.6,60.9,5.6
2807,2019,5,"AL","Final",722426.14,7254105.6,2625035,9.96,2019-05-01,144.7,12153,57.7,55.9,3.1
2808,2019,5,"AR","Final",280716.34,3470916.7,1625193,8.09,2019-05-01,144.7,12153,58,56,3.4
2809,2019,5,"AZ","Final",631787.7,5822498.3,3170763,10.85,2019-05-01,144.7,12153,61.9,58.9,4.8
2810,2019,5,"CA","Final",3231489.5,20217635,15915914,15.98,2019-05-01,144.7,12153,62.3,59.7,4
2811,2019,5,"CO","Final",437977.39,4408913.8,2759209,9.93,2019-05-01,144.7,12153,68.7,66.9,2.6
2812,2019,5,"CT","Final",385109.87,2020995,1665829,19.06,2019-05-01,144.7,12153,66.2,63.9,3.5
2813,2019,5,"DC","Final",117410.49,922115.39,307844,12.73,2019-05-01,144.7,12153,71.2,67.2,5.6
2814,2019,5,"DE","Final",90845.71,842433.55,494975,10.78,2019-05-01,144.7,12153,62.2,60,3.5
2815,2019,5,"FL","Final",2109326.1,20583784,10804843,10.25,2019-05-01,144.7,12153,59.3,57.3,3.3
2816,2019,5,"GA","Final",1162114.5,11691412,5012427,9.94,2019-05-01,144.7,12153,62.9,60.6,3.6
2817,2019,5,"HI","Final",228430.86,771628.59,498808,29.6,2019-05-01,144.7,12153,60.8,59.2,2.6
2818,2019,5,"IA","Final",339654.53,3861869.7,1643443,8.8,2019-05-01,144.7,12153,70,68.2,2.6
2819,2019,5,"ID","Final",143880.49,1844558.5,902059,7.8,2019-05-01,144.7,12153,64.3,62.4,2.8
2820,2019,5,"IL","Final",1001456.7,10383729,5933155,9.64,2019-05-01,144.7,12153,64.7,62.1,4
2821,2019,5,"IN","Final",777752,7838933.9,3260461,9.92,2019-05-01,144.7,12153,64.5,62.4,3.2
2822,2019,5,"KS","Final",327053.28,3136869.4,1535019,10.43,2019-05-01,144.7,12153,67,64.9,3.2
2823,2019,5,"KY","Final",509338.25,5931883.9,2303372,8.59,2019-05-01,144.7,12153,58.7,56.3,4.1
2824,2019,5,"LA","Final",569812.71,7016926.5,2412654,8.12,2019-05-01,144.7,12153,58.5,56,4.4
2825,2019,5,"MA","Final",687449.89,3800430,3209020,18.09,2019-05-01,144.7,12153,67.3,65.3,3
2826,2019,5,"MD","Final",524670.67,4626879.3,2615259,11.34,2019-05-01,144.7,12153,68.7,66.4,3.4
2827,2019,5,"ME","Final",132967.97,962691.44,825525,13.81,2019-05-01,144.7,12153,62.2,60.5,2.7
2828,2019,5,"MI","Final",863454.89,7766600.5,4928724,11.12,2019-05-01,144.7,12153,61.9,59.3,4.1
2829,2019,5,"MN","Final",539515.03,5135821.5,2753742,10.5,2019-05-01,144.7,12153,69.8,67.6,3.2
2830,2019,5,"MO","Final",599620.04,5829122.7,3203586,10.29,2019-05-01,144.7,12153,63.7,61.7,3.1
2831,2019,5,"MS","Final",347347.5,3733886.5,1540576,9.3,2019-05-01,144.7,12153,56.1,53,5.4
2832,2019,5,"MT","Final",97009.19,1126627.6,636084,8.61,2019-05-01,144.7,12153,63.5,61.3,3.4
2833,2019,5,"NC","Final",1014552.5,11175231,5324819,9.08,2019-05-01,144.7,12153,61.5,59.1,3.8
2834,2019,5,"ND","Final",146047.6,1625832,471462,8.98,2019-05-01,144.7,12153,69.9,68.4,2.1
2835,2019,5,"NE","Final",201751.19,2270734.4,1075441,8.88,2019-05-01,144.7,12153,70.2,68.1,3.1
2836,2019,5,"NH","Final",136250.62,800273.73,738154,17.03,2019-05-01,144.7,12153,68.8,67.1,2.5
2837,2019,5,"NJ","Final",774703.86,5593403.9,4128343,13.85,2019-05-01,144.7,12153,63.5,61.4,3.2
2838,2019,5,"NM","Final",163626.8,1908559.4,1048487,8.57,2019-05-01,144.7,12153,58.1,55.2,4.9
2839,2019,5,"NV","Final",227686.65,2785201,1374495,8.17,2019-05-01,144.7,12153,64,61.4,4.1
2840,2019,5,"NY","Final",1452357.6,10544294,8357601,13.77,2019-05-01,144.7,12153,60.5,58.3,3.7
2841,2019,5,"OH","Final",1094976.3,11392922,5630419,9.61,2019-05-01,144.7,12153,63.1,60.6,4
2842,2019,5,"OK","Final",379692.12,5003923.5,2080625,7.59,2019-05-01,144.7,12153,61.1,59.3,3
2843,2019,5,"OR","Final",328963.5,3797277.5,2026450,8.66,2019-05-01,144.7,12153,61.5,59.2,3.8
2844,2019,5,"PA","Final",1040316.7,10884875,6150722,9.56,2019-05-01,144.7,12153,63.1,60.4,4.2
2845,2019,5,"RI","Final",99662.2,546445.33,506745,18.24,2019-05-01,144.7,12153,64.1,61.9,3.5
2846,2019,5,"SC","Final",647878.31,6775327.7,2715164,9.56,2019-05-01,144.7,12153,58.5,56.8,2.9
2847,2019,5,"SD","Final",94815.72,943620.07,481075,10.05,2019-05-01,144.7,12153,69.4,67.4,2.8
2848,2019,5,"TN","Final",696540.79,7452198,3410174,9.35,2019-05-01,144.7,12153,62,59.9,3.3
2849,2019,5,"TX","Final",2795077,33697793,13096764,8.29,2019-05-01,144.7,12153,63.8,61.6,3.4
2850,2019,5,"UT","Final",192898.37,2356840.7,1256249,8.18,2019-05-01,144.7,12153,68.4,66.7,2.6
2851,2019,5,"VA","Final",881360.36,9273643.7,3896259,9.5,2019-05-01,144.7,12153,65.7,64,2.7
2852,2019,5,"VT","Final",61249.94,405193.68,374595,15.12,2019-05-01,144.7,12153,66.3,65,2
2853,2019,5,"WA","Final",537210.6,6870976.4,3554563,7.82,2019-05-01,144.7,12153,65.6,62.8,4.3
2854,2019,5,"WI","Final",566315.18,5359470.5,3082990,10.57,2019-05-01,144.7,12153,66.8,64.7,3.2
2855,2019,5,"WV","Final",213358.26,2538321.8,1013932,8.41,2019-05-01,144.7,12153,54.5,51.9,4.7
2856,2019,5,"WY","Final",108462.64,1337222.1,344312,8.11,2019-05-01,144.7,12153,65.6,63.3,3.5
2857,2019,4,"AK","Final",93623.37,454559.38,344369,20.6,2019-04-01,144.2,12145,64.5,60.9,5.7
2858,2019,4,"AL","Final",617229.36,6266000.6,2621447,9.85,2019-04-01,144.2,12145,57.7,55.8,3.3
2859,2019,4,"AR","Final",270600.84,3383604.2,1621869,8,2019-04-01,144.2,12145,58,56.1,3.4
2860,2019,4,"AZ","Final",561535,5437793.1,3171625,10.33,2019-04-01,144.2,12145,61.9,58.9,4.8
2861,2019,4,"CA","Final",2657909.9,17833062,15464390,14.9,2019-04-01,144.2,12145,62.3,59.7,4.1
2862,2019,4,"CO","Final",415033.54,4184122.6,2757097,9.92,2019-04-01,144.2,12145,68.7,66.8,2.6
2863,2019,4,"CT","Final",386538.7,1978505.3,1665723,19.54,2019-04-01,144.2,12145,66.1,63.8,3.5
2864,2019,4,"DC","Final",100473.42,784755.81,307534,12.8,2019-04-01,144.2,12145,71.1,67.1,5.7
2865,2019,4,"DE","Final",88583.22,804475.82,494629,11.01,2019-04-01,144.2,12145,62.2,60,3.5
2866,2019,4,"FL","Final",1836617.6,17847810,10867063,10.29,2019-04-01,144.2,12145,59.2,57.2,3.3
2867,2019,4,"GA","Final",938003.31,9785069.5,5005484,9.59,2019-04-01,144.2,12145,62.9,60.6,3.6
2868,2019,4,"HI","Final",214514.19,719866.26,498599,29.8,2019-04-01,144.2,12145,60.8,59.2,2.6
2869,2019,4,"IA","Final",306520.5,3838008.4,1639594,7.99,2019-04-01,144.2,12145,69.9,68.1,2.6
2870,2019,4,"ID","Final",130459.78,1683733.6,899264,7.75,2019-04-01,144.2,12145,64.2,62.4,2.9
2871,2019,4,"IL","Final",968678.14,9812053.7,5941339,9.87,2019-04-01,144.2,12145,64.8,62.1,4.2
2872,2019,4,"IN","Final",753022.22,7534710.8,3259491,9.99,2019-04-01,144.2,12145,64.6,62.5,3.3
2873,2019,4,"KS","Final",292144.03,2876000.9,1529528,10.16,2019-04-01,144.2,12145,67,64.9,3.2
2874,2019,4,"KY","Final",452562.83,5481037.7,2302140,8.26,2019-04-01,144.2,12145,58.6,56.2,4.1
2875,2019,4,"LA","Final",510683.43,6736723.3,2405271,7.58,2019-04-01,144.2,12145,58.6,56,4.4
2876,2019,4,"MA","Final",704847.95,3835812,3214656,18.38,2019-04-01,144.2,12145,67.3,65.3,3.1
2877,2019,4,"MD","Final",469580.83,4055931.5,2613443,11.58,2019-04-01,144.2,12145,68.6,66.3,3.4
2878,2019,4,"ME","Final",128936.68,910003.48,796780,14.17,2019-04-01,144.2,12145,62.2,60.5,2.8
2879,2019,4,"MI","Final",843765.73,7646740.4,4914981,11.03,2019-04-01,144.2,12145,61.9,59.3,4.2
